States/UTs,District,Year,Murder,RAPE,THEFT,DOWRY DEATHS
MAHARASHTRA,AURANGABAD RURAL,2007,57,14,376,39
MAHARASHTRA,BEED,2007,69,23,645,18
MAHARASHTRA,BHANDARA,2007,30,19,547,2
MAHARASHTRA,BULDHANA,2007,56,39,633,12
MAHARASHTRA,CHANDRAPUR,2007,59,35,815,5
MAHARASHTRA,DHULE,2007,49,15,397,10
MAHARASHTRA,GADCHIROLI,2007,53,11,162,3
MAHARASHTRA,GONDIA,2007,34,32,314,3
MAHARASHTRA,HINGOLI,2007,29,9,167,3
MAHARASHTRA,JALGAON,2007,94,52,667,20
MAHARASHTRA,JALNA,2007,52,17,361,31
MAHARASHTRA,KOLHAPUR,2007,65,30,766,16
MAHARASHTRA,LATUR,2007,73,17,452,66
MAHARASHTRA,MUMBAI COMMR.,2007,230,174,11670,17
MAHARASHTRA,MUMBAI RLY.,2007,4,1,1721,0
MAHARASHTRA,NAGPUR COMMR.,2007,73,50,2354,7
MAHARASHTRA,NAGPUR RLY.,2007,4,0,878,0
MAHARASHTRA,NAGPUR RURAL,2007,71,39,843,7
MAHARASHTRA,NANDED,2007,83,33,514,19
MAHARASHTRA,NANDURBAR,2007,32,14,213,3
MAHARASHTRA,NASIK COMMR.,2007,33,7,1018,1
MAHARASHTRA,NASIK RURAL,2007,80,44,559,8
MAHARASHTRA,NAVI MUMBAI,2007,45,17,1704,5
MAHARASHTRA,OSMANABAD,2007,44,29,447,2
MAHARASHTRA,PARBHANI,2007,47,22,290,8
MAHARASHTRA,PUNE COMMR.,2007,126,66,4653,6
MAHARASHTRA,PUNE RLY.,2007,6,0,316,0
MAHARASHTRA,PUNE RURAL,2007,130,59,1078,17
MAHARASHTRA,RAIGAD,2007,37,29,426,4
MAHARASHTRA,RATNAGIRI,2007,19,17,274,2
MAHARASHTRA,SANGLI,2007,74,28,518,11
MAHARASHTRA,SATARA,2007,75,43,966,9
MAHARASHTRA,SINDHUDURG,2007,17,9,132,4
MAHARASHTRA,SOLAPUR COMMR.,2007,22,12,319,0
MAHARASHTRA,SOLAPUR RURAL,2007,77,46,655,4
MAHARASHTRA,THANE COMMR.,2007,120,78,2479,20
MAHARASHTRA,THANE RURAL,2007,128,67,853,7
MAHARASHTRA,WARDHA,2007,49,31,654,0
MAHARASHTRA,WASHIM,2007,22,14,395,8
MAHARASHTRA,YAVATMAL,2007,70,49,994,8
MAHARASHTRA,TOTAL,2007,2693,1451,47681,436
MANIPUR,BISHNUPUR,2007,31,4,38,0
MANIPUR,CHANDEL,2007,16,0,7,0
MANIPUR,CHURACHANDPUR,2007,28,1,46,0
MANIPUR,IMPHAL EAST,2007,41,1,70,0
MANIPUR,IMPHAL WEST,2007,61,7,228,0
MANIPUR,SENAPATI,2007,17,1,12,0
MANIPUR,TAMENGLONG,2007,3,0,5,0
MANIPUR,THOUBAL,2007,39,6,40,0
MANIPUR,UKHRUL,2007,4,0,8,0
MANIPUR,TOTAL,2007,240,20,454,0
MEGHALAYA,GARO HILLS EAST,2007,9,4,32,0
MEGHALAYA,GARO HILLS SOUTH,2007,2,1,12,0
MEGHALAYA,GARO HILLS WEST,2007,13,4,57,0
MEGHALAYA,JAINTIA HILLS,2007,43,26,56,0
MEGHALAYA,KHASI HILLS EAST,2007,21,32,270,2
MEGHALAYA,KHASI HILLS WEST,2007,16,8,20,0
MEGHALAYA,RI-BHOI,2007,10,7,53,0
MEGHALAYA,TOTAL,2007,114,82,500,2
MIZORAM,AIZAWL,2007,18,35,464,0
MIZORAM,CHAMPHAI,2007,5,12,65,0
MIZORAM,KOLASIB,2007,9,12,83,0
MIZORAM,LAWNGTLAI,2007,5,3,27,0
MIZORAM,LUNGLEI,2007,2,9,90,0
MIZORAM,MAMIT,2007,1,1,24,0
MIZORAM,SAIHA,2007,2,3,29,0
MIZORAM,SERCHHIP,2007,1,8,26,0
MIZORAM,TOTAL,2007,43,83,808,0
NAGALAND,DIMAPUR,2007,30,5,209,0
NAGALAND,KIPHIRE,2007,3,0,2,0
NAGALAND,KOHIMA,2007,24,4,63,0
NAGALAND,LONGLENG,2007,1,0,0,0
NAGALAND,MOKOKCHUNG,2007,17,1,13,0
NAGALAND,MON,2007,9,0,10,0
NAGALAND,PEREN,2007,3,0,8,0
NAGALAND,PHEK,2007,5,0,8,0
NAGALAND,TUENSANG,2007,7,0,9,0
NAGALAND,WOKHA,2007,8,3,23,0
NAGALAND,ZUNHEBOTO,2007,4,0,15,0
NAGALAND,TOTAL,2007,111,13,360,0
ODISHA,ANGUL,2007,54,38,370,16
ODISHA,BALASORE,2007,36,55,290,35
ODISHA,BARAGARH,2007,41,18,170,10
ODISHA,BERHAMPUR,2007,16,4,133,9
ODISHA,BHADRAK,2007,30,42,68,36
ODISHA,BOLANGIR,2007,38,53,143,16
ODISHA,BOUDH,2007,10,9,27,1
ODISHA,CUTTACK,2007,42,41,753,48
ODISHA,DEOGARH,2007,26,13,44,2
ODISHA,DHENKANAL,2007,59,35,193,25
ODISHA,GAJAPATI,2007,12,8,27,2
ODISHA,GANJAM,2007,66,34,149,20
ODISHA,JAGATSINGHPUR,2007,23,18,120,19
ODISHA,JAJPUR,2007,35,25,209,33
ODISHA,JHARSUGUDA,2007,21,11,251,1
ODISHA,KALAHANDI,2007,30,30,93,12
ODISHA,KANDHAMAL,2007,25,32,40,4
ODISHA,KENDRAPARA,2007,40,30,93,41
ODISHA,KEONJHAR,2007,81,41,231,21
ODISHA,KHURDA,2007,56,53,1310,20
ODISHA,KORAPUT,2007,42,41,141,4
ODISHA,MALKANGIR,2007,30,12,30,2
ODISHA,MAYURBHANJ,2007,98,74,290,16
ODISHA,NAYAGARH,2007,31,21,100,14
ODISHA,NOWRANGPUR,2007,28,28,42,1
ODISHA,NUAPADA,2007,17,5,59,8
ODISHA,PURI,2007,21,43,348,34
ODISHA,RAYAGADA,2007,31,23,59,2
ODISHA,ROURKELA,2007,23,15,221,2
ODISHA,SAMBALPUR,2007,46,27,259,5
ODISHA,SONEPUR,2007,9,16,45,0
ODISHA,SRP(CUTTACK),2007,2,0,207,0
ODISHA,SRP(ROURKELA),2007,6,1,103,0
ODISHA,SUNDARGARH,2007,85,43,212,2
ODISHA,TOTAL,2007,1210,939,6830,461
PUNJAB,AMRITSAR,2007,43,21,445,5
PUNJAB,AMRITSAR RURAL,2007,31,10,70,1
PUNJAB,BARNALA,2007,12,7,65,5
PUNJAB,BATALA,2007,25,15,144,2
PUNJAB,BHATINDA,2007,41,27,309,6
PUNJAB,FARIDKOT,2007,23,13,137,2
PUNJAB,FATEHGARH SAHIB,2007,10,15,244,5
PUNJAB,FEROZPUR,2007,48,33,199,5
PUNJAB,G.R.P,2007,14,2,34,2
PUNJAB,GURDASPUR,2007,19,30,120,9
PUNJAB,HOSHIARPUR,2007,43,27,210,6
PUNJAB,JAGRAON,2007,10,15,100,1
PUNJAB,JALANDHAR,2007,63,54,630,12
PUNJAB,KAPURTHALA,2007,29,22,210,7
PUNJAB,KHANNA,2007,24,17,108,8
PUNJAB,LUDHIANA,2007,63,58,664,9
PUNJAB,MANSA,2007,28,20,59,6
PUNJAB,MOGA,2007,37,7,125,4
PUNJAB,MUKTSAR,2007,27,11,104,4
PUNJAB,NAWAN SHAHR,2007,21,13,99,4
PUNJAB,PATIALA,2007,51,22,320,17
PUNJAB,ROPAR,2007,10,7,108,2
PUNJAB,SANGRUR,2007,36,31,210,5
PUNJAB,SAS NGR,2007,11,16,312,0
PUNJAB,TARN TARAN,2007,41,26,147,6
PUNJAB,TOTAL,2007,760,519,5173,133
RAJASTHAN,AJMER,2007,53,31,867,19
RAJASTHAN,ALWAR,2007,89,73,1241,43
RAJASTHAN,BANSWARA,2007,39,39,106,4
RAJASTHAN,BARAN,2007,37,43,271,8
RAJASTHAN,BARMER,2007,26,19,178,9
RAJASTHAN,BHARATPUR,2007,69,62,772,30
RAJASTHAN,BHILWARA,2007,34,48,596,10
RAJASTHAN,BIKANER,2007,39,32,320,18
RAJASTHAN,BUNDI,2007,28,28,216,2
RAJASTHAN,CHITTORGARH,2007,48,92,628,6
RAJASTHAN,CHURU,2007,20,27,160,11
RAJASTHAN,DAUSA,2007,34,16,725,12
RAJASTHAN,DHOLPUR,2007,44,20,403,13
RAJASTHAN,DUNGARPUR,2007,23,10,58,2
RAJASTHAN,G.R.P.,2007,4,0,483,1
RAJASTHAN,GANGANAGAR,2007,61,66,388,11
RAJASTHAN,HANUMANGARH,2007,32,39,199,14
RAJASTHAN,JAIPUR EAST,2007,14,25,2295,7
RAJASTHAN,JAIPUR NORTH,2007,17,23,830,11
RAJASTHAN,JAIPUR RURAL,2007,66,39,1097,25
RAJASTHAN,JAIPUR SOUTH,2007,21,14,1293,7
RAJASTHAN,JAISALMER,2007,5,4,139,7
RAJASTHAN,JALORE,2007,21,7,152,9
RAJASTHAN,JHALAWAR,2007,43,54,390,10
RAJASTHAN,JHUNJHUNU,2007,44,31,310,18
RAJASTHAN,JODHPUR CITY,2007,16,16,718,11
RAJASTHAN,JODHPUR RURAL,2007,23,24,232,15
RAJASTHAN,KARAULI,2007,37,28,424,18
RAJASTHAN,KOTA CITY,2007,22,25,897,10
RAJASTHAN,KOTA RURAL,2007,25,30,209,5
RAJASTHAN,NAGAUR,2007,42,38,372,12
RAJASTHAN,PALI,2007,30,39,333,5
RAJASTHAN,RAJSAMAND,2007,13,5,173,6
RAJASTHAN,SAWAI MADHOPUR,2007,19,21,452,13
RAJASTHAN,SIKAR,2007,36,34,353,19
RAJASTHAN,SIROHI,2007,22,23,164,5
RAJASTHAN,TONK,2007,23,19,271,3
RAJASTHAN,UDAIPUR,2007,84,94,630,10
RAJASTHAN,TOTAL,2007,1303,1238,19345,439
SIKKIM,EAST,2007,2,8,62,0
SIKKIM,NORTH,2007,0,0,5,0
SIKKIM,SOUTH,2007,1,12,29,0
SIKKIM,WEST,2007,6,4,22,0
SIKKIM,TOTAL,2007,9,24,118,0
TAMIL NADU,CHENNAI,2007,145,46,2117,43
TAMIL NADU,CHENNAI RLY.,2007,4,0,113,1
TAMIL NADU,COIMBATORE RURAL,2007,87,16,1044,11
TAMIL NADU,COIMBATORE URBAN,2007,22,10,682,4
TAMIL NADU,CUDDALORE,2007,61,28,490,3
TAMIL NADU,DHARMAPURI,2007,38,6,124,4
TAMIL NADU,DINDIGUL,2007,40,12,297,3
TAMIL NADU,ERODE,2007,54,20,603,5
TAMIL NADU,KANCHIPURAM,2007,57,25,368,13
TAMIL NADU,KANYAKUMARI,2007,27,11,292,7
TAMIL NADU,KARUR,2007,18,3,168,0
TAMIL NADU,KRISHNAGIRI,2007,72,11,291,3
TAMIL NADU,MADURAI RURAL,2007,55,9,252,11
TAMIL NADU,MADURAI URBAN,2007,27,4,334,10
TAMIL NADU,NAGAPATTINAM,2007,39,14,205,4
TAMIL NADU,NAMAKKAL,2007,26,12,230,3
TAMIL NADU,NILGIRIS,2007,13,6,104,1
TAMIL NADU,PERAMBALUR,2007,32,26,172,3
TAMIL NADU,PUDUKOTTAI,2007,34,14,257,6
TAMIL NADU,RAMNATHAPURAM,2007,37,8,187,3
TAMIL NADU,SALEM RURAL,2007,67,25,202,6
TAMIL NADU,SALEM URBAN,2007,16,10,186,2
TAMIL NADU,SIVAGANGAI,2007,43,3,227,3
TAMIL NADU,THANJAVUR,2007,68,5,588,9
TAMIL NADU,THENI,2007,29,4,241,3
TAMIL NADU,THIRUNELVELI RURAL,2007,80,35,416,5
TAMIL NADU,THIRUNELVELI URBAN,2007,16,6,196,1
TAMIL NADU,THIRUVALLUR,2007,23,7,161,3
TAMIL NADU,THIRUVANNAMALAI,2007,45,14,195,4
TAMIL NADU,THIRUVARUR,2007,39,9,175,10
TAMIL NADU,THOOTHUGUDI,2007,62,19,411,2
TAMIL NADU,TRICHY RLY.,2007,0,0,31,0
TAMIL NADU,TRICHY RURAL,2007,49,12,184,4
TAMIL NADU,TRICHY URBAN,2007,21,2,516,2
TAMIL NADU,VELLORE,2007,66,25,418,8
TAMIL NADU,VILLUPURAM,2007,70,58,369,5
TAMIL NADU,VIRUDHUNAGAR,2007,51,8,371,3
TAMIL NADU,TOTAL,2007,1633,523,13217,208
TRIPURA,DHALAI,2007,18,13,29,4
TRIPURA,NORTH,2007,21,26,72,0
TRIPURA,SOUTH,2007,34,41,125,10
TRIPURA,WEST,2007,65,77,185,22
TRIPURA,TOTAL,2007,138,157,411,36
UTTAR PRADESH,AGRA,2007,123,30,1483,78
UTTAR PRADESH,ALIGARH,2007,166,50,680,70
UTTAR PRADESH,ALLAHABAD,2007,143,26,606,63
UTTAR PRADESH,AMBEDKAR NAGAR,2007,26,15,126,8
UTTAR PRADESH,AURAIYA,2007,37,9,81,34
UTTAR PRADESH,AZAMGARH,2007,54,11,119,29
UTTAR PRADESH,BADAUN,2007,88,11,158,31
UTTAR PRADESH,BAGHPAT,2007,81,17,157,22
UTTAR PRADESH,BAHRAICH,2007,43,34,130,28
UTTAR PRADESH,BALLIA,2007,32,10,105,13
UTTAR PRADESH,BALRAMPUR,2007,20,10,58,10
UTTAR PRADESH,BANDA,2007,49,15,79,16
UTTAR PRADESH,BARABANKI,2007,62,25,161,35
UTTAR PRADESH,BAREILLY,2007,138,62,514,54
UTTAR PRADESH,BASTI,2007,24,10,97,13
UTTAR PRADESH,BIJNOR,2007,99,27,178,26
UTTAR PRADESH,BULANDSHAHAR,2007,146,44,400,36
UTTAR PRADESH,CHANDOLI,2007,17,6,51,22
UTTAR PRADESH,CHITRAKOOT DHAM,2007,23,23,39,7
UTTAR PRADESH,DEORIA,2007,31,2,83,25
UTTAR PRADESH,ETAH,2007,141,39,297,56
UTTAR PRADESH,ETAWAH,2007,66,14,220,28
UTTAR PRADESH,FAIZABAD,2007,52,23,218,17
UTTAR PRADESH,FATEHGARH,2007,64,21,103,24
UTTAR PRADESH,FATEHPUR,2007,66,22,80,33
UTTAR PRADESH,FIROZABAD,2007,123,28,318,56
UTTAR PRADESH,G.R.P.,2007,20,2,1279,2
UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,75,17,1349,14
UTTAR PRADESH,GHAZIABAD,2007,150,33,1031,37
UTTAR PRADESH,GHAZIPUR,2007,40,10,106,22
UTTAR PRADESH,GONDA,2007,46,13,156,35
UTTAR PRADESH,GORAKHPUR,2007,75,19,348,23
UTTAR PRADESH,HAMIRPUR,2007,22,8,13,9
UTTAR PRADESH,HARDOI,2007,86,33,163,42
UTTAR PRADESH,HATHRAS,2007,56,16,197,17
UTTAR PRADESH,J.P.NAGAR,2007,66,28,167,12
UTTAR PRADESH,JALAUN,2007,48,8,82,32
UTTAR PRADESH,JAUNPUR,2007,44,24,169,47
UTTAR PRADESH,JHANSI,2007,66,10,178,28
UTTAR PRADESH,KANNAUJ,2007,54,6,78,13
UTTAR PRADESH,KANPUR DEHAT,2007,41,13,114,37
UTTAR PRADESH,KANPUR NAGAR,2007,148,46,1204,59
UTTAR PRADESH,KAUSHAMBI,2007,51,30,69,35
UTTAR PRADESH,KHIRI,2007,93,47,276,57
UTTAR PRADESH,KUSHI NAGAR,2007,20,9,72,18
UTTAR PRADESH,LALITPUR,2007,22,10,44,14
UTTAR PRADESH,LUCKNOW,2007,159,82,2642,57
UTTAR PRADESH,MAHARAJGANJ,2007,25,23,52,18
UTTAR PRADESH,MAHOBA,2007,30,10,55,12
UTTAR PRADESH,MAINPURI,2007,108,11,251,48
UTTAR PRADESH,MATHURA,2007,83,36,610,26
UTTAR PRADESH,MAU,2007,32,8,93,14
UTTAR PRADESH,MEERUT,2007,195,39,854,38
UTTAR PRADESH,MIRZAPUR,2007,40,10,98,28
UTTAR PRADESH,MORADABAD,2007,130,58,597,34
UTTAR PRADESH,MUZAFFARNAGAR,2007,213,37,532,34
UTTAR PRADESH,PILIBHIT,2007,38,23,83,18
UTTAR PRADESH,PRATAPGARH,2007,58,16,180,27
UTTAR PRADESH,RAIBAREILLY,2007,57,31,175,31
UTTAR PRADESH,RAMPUR,2007,57,40,274,18
UTTAR PRADESH,SAHARANPUR,2007,81,14,389,16
UTTAR PRADESH,SANT KABIRNAGAR,2007,21,9,36,7
UTTAR PRADESH,SHAHJAHANPUR,2007,126,52,244,56
UTTAR PRADESH,SHRAWASTI,2007,19,10,55,4
UTTAR PRADESH,SIDHARTHNAGAR,2007,12,5,78,9
UTTAR PRADESH,SITAPUR,2007,112,67,466,61
UTTAR PRADESH,SONBHADRA,2007,35,16,66,11
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,13,1,70,14
UTTAR PRADESH,SULTANPUR,2007,59,34,198,21
UTTAR PRADESH,UNNAO,2007,94,30,165,52
UTTAR PRADESH,VARANASI,2007,66,20,917,35
UTTAR PRADESH,TOTAL,2007,5000,1648,22816,2076
UTTARAKHAND,ALMORA,2007,19,6,42,5
UTTARAKHAND,BAGESHWAR,2007,10,3,8,2
UTTARAKHAND,CHAMOLI,2007,15,10,26,2
UTTARAKHAND,CHAMPAWAT,2007,5,2,13,0
UTTARAKHAND,DEHRADUN,2007,37,29,396,3
UTTARAKHAND,HARIDWAR,2007,55,28,472,16
UTTARAKHAND,NAINITAL,2007,26,6,176,12
UTTARAKHAND,PAURI GARHWAL,2007,19,7,49,7
UTTARAKHAND,PITHORAGARH,2007,9,9,33,3
UTTARAKHAND,RUDRA PRAYAG,2007,6,1,20,5
UTTARAKHAND,TEHRI GARHWAL,2007,11,2,37,3
UTTARAKHAND,UDHAMSINGH NAGAR,2007,54,12,292,9
UTTARAKHAND,UTTARKASHI,2007,2,2,29,3
UTTARAKHAND,TOTAL,2007,268,117,1593,70
WEST BENGAL,24 PARGANAS NORTH,2007,194,231,1183,53
WEST BENGAL,24 PARGANAS SOUTH,2007,158,205,1440,67
WEST BENGAL,ASANSOL,2007,26,15,145,11
WEST BENGAL,BANKURA,2007,49,44,157,24
WEST BENGAL,BIRBHUM,2007,66,53,263,9
WEST BENGAL,BURDWAN,2007,122,69,517,31
WEST BENGAL,COOCHBEHAR,2007,34,139,160,6
WEST BENGAL,DAKSHIN DINAJPUR,2007,34,46,92,10
WEST BENGAL,DARJEELING,2007,31,48,473,2
WEST BENGAL,HOOGHLY,2007,90,57,631,16
WEST BENGAL,HOWRAH,2007,69,45,635,33
WEST BENGAL,HOWRAH G.R.P.,2007,9,1,401,0
WEST BENGAL,JALPAIGURI,2007,122,235,1538,14
WEST BENGAL,KHARAGPUR G.R.P.,2007,3,0,127,0
WEST BENGAL,KOLKATA,2007,36,44,2924,8
WEST BENGAL,MALDA,2007,88,103,273,11
WEST BENGAL,MURSHIDABAD,2007,132,369,655,32
WEST BENGAL,NADIA,2007,99,183,863,42
WEST BENGAL,PASCHIM MIDNAPUR,2007,105,60,328,31
WEST BENGAL,PURAB MIDNAPUR,2007,76,41,242,24
WEST BENGAL,PURULIA,2007,46,38,184,14
WEST BENGAL,SEALDAH G.R.P.,2007,6,3,164,1
WEST BENGAL,SILIGURI G.R.P.,2007,4,1,57,0
WEST BENGAL,UTTAR DINAJPUR,2007,53,76,295,12
WEST BENGAL,TOTAL,2007,1652,2106,13747,451
A & N ISLANDS,A and N ISLANDS,2007,15,3,112,1
A & N ISLANDS,TOTAL,2007,15,3,112,1
CHANDIGARH,CHANDIGARH,2007,19,22,1740,1
CHANDIGARH,TOTAL,2007,19,22,1740,1
D & N HAVELI,D and N HAVELI,2007,10,7,87,0
D & N HAVELI,TOTAL,2007,10,7,87,0
DAMAN & DIU,DAMAN,2007,12,1,37,1
DAMAN & DIU,DIU,2007,0,0,6,0
DAMAN & DIU,TOTAL,2007,12,1,43,1
DELHI UT,CENTRAL,2007,27,22,1069,6
DELHI UT,DELHI UT TOTAL,2007,495,598,17037,138
DELHI UT,EAST,2007,34,73,2239,16
DELHI UT,GRP(RLY),2007,3,4,795,0
DELHI UT,IGI AIRPORT,2007,1,0,144,0
DELHI UT,NEW DELHI,2007,4,7,698,0
DELHI UT,NORTH,2007,22,33,747,6
DELHI UT,NORTH-EAST,2007,66,89,1287,17
DELHI UT,NORTH-WEST,2007,57,51,1841,7
DELHI UT,OUTER,2007,102,121,1216,29
DELHI UT,SOUTH,2007,68,83,3179,22
DELHI UT,SOUTH-WEST,2007,51,51,1802,19
DELHI UT,STF,2007,0,0,0,0
DELHI UT,WEST,2007,60,64,2020,16
LAKSHADWEEP,LAKSHADWEEP,2007,0,1,20,0
LAKSHADWEEP,TOTAL,2007,0,1,20,0
PUDUCHERRY,KARAIKAL,2007,4,3,87,0
PUDUCHERRY,PONDICHERRY,2007,30,6,700,2
PUDUCHERRY,TOTAL,2007,34,9,787,2
ANDHRA PRADESH,ADILABAD,2008,73,50,427,5
ANDHRA PRADESH,ANANTAPUR,2008,154,37,496,12
ANDHRA PRADESH,CHITTOOR,2008,123,30,1321,26
ANDHRA PRADESH,CUDDAPAH,2008,114,27,537,11
ANDHRA PRADESH,CYBERABAD,2008,197,80,3081,59
ANDHRA PRADESH,EAST GODAVARI,2008,82,48,1189,23
ANDHRA PRADESH,GUNTAKAL RLY.,2008,7,0,122,0
ANDHRA PRADESH,GUNTUR,2008,159,48,1233,26
ANDHRA PRADESH,HYDERABAD CITY,2008,122,62,5200,41
ANDHRA PRADESH,KARIMNAGAR,2008,134,84,697,48
ANDHRA PRADESH,KHAMMAM,2008,123,70,560,26
ANDHRA PRADESH,KRISHNA,2008,53,38,587,12
ANDHRA PRADESH,KURNOOL,2008,116,47,530,17
ANDHRA PRADESH,MAHABOOBNAGAR,2008,188,72,923,35
ANDHRA PRADESH,MEDAK,2008,140,50,641,35
ANDHRA PRADESH,NALGONDA,2008,121,90,551,32
ANDHRA PRADESH,NELLORE,2008,70,39,735,6
ANDHRA PRADESH,NIZAMABAD,2008,153,31,686,16
ANDHRA PRADESH,PRAKASHAM,2008,75,30,413,5
ANDHRA PRADESH,RANGA REDDY,2008,91,37,184,19
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,10,2,371,0
ANDHRA PRADESH,SRIKAKULAM,2008,25,32,219,6
ANDHRA PRADESH,VIJAYAWADA CITY,2008,34,30,1176,9
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,1,0,306,0
ANDHRA PRADESH,VISAKHA RURAL,2008,65,12,153,10
ANDHRA PRADESH,VISAKHAPATNAM,2008,32,29,1045,13
ANDHRA PRADESH,VIZIANAGARAM,2008,29,6,206,3
ANDHRA PRADESH,WARANGAL,2008,121,59,455,36
ANDHRA PRADESH,WEST GODAVARI,2008,78,117,1318,25
ANDHRA PRADESH,TOTAL,2008,2690,1257,25362,556
ARUNACHAL PRADESH,CHANGLANG,2008,6,2,49,0
ARUNACHAL PRADESH,DIBANG VALLEY,2008,1,3,36,0
ARUNACHAL PRADESH,K/KUMEY,2008,3,2,4,0
ARUNACHAL PRADESH,KAMENG EAST,2008,4,5,13,0
ARUNACHAL PRADESH,KAMENG WEST,2008,1,0,20,0
ARUNACHAL PRADESH,LOHIT,2008,11,3,43,0
ARUNACHAL PRADESH,PAPUM PARE,2008,11,7,111,0
ARUNACHAL PRADESH,SIANG EAST,2008,9,5,40,0
ARUNACHAL PRADESH,SIANG UPPER,2008,1,0,12,0
ARUNACHAL PRADESH,SIANG WEST,2008,6,13,51,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,4,0,16,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,4,2,13,0
ARUNACHAL PRADESH,TAWANG,2008,2,0,10,0
ARUNACHAL PRADESH,TIRAP,2008,7,0,24,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,2,0,3,0
ARUNACHAL PRADESH,TOTAL,2008,72,42,445,0
ASSAM,BARPETA,2008,54,97,209,14
ASSAM,BASKA,2008,67,23,35,4
ASSAM,BONGAIGAON,2008,15,51,138,5
ASSAM,C.I.D.,2008,0,0,1,0
ASSAM,CACHAR,2008,56,72,640,13
ASSAM,CHIRANG,2008,24,25,57,0
ASSAM,DARRANG,2008,38,57,136,2
ASSAM,DHEMAJI,2008,21,88,152,0
ASSAM,DHUBRI,2008,44,116,240,4
ASSAM,DIBRUGARH,2008,99,46,587,4
ASSAM,G.R.P.,2008,6,5,155,0
ASSAM,GOALPARA,2008,36,66,131,4
ASSAM,GOLAGHAT,2008,65,42,247,0
ASSAM,GUWAHATI CITY,2008,50,59,1129,5
ASSAM,HAILAKANDI,2008,27,39,122,3
ASSAM,JORHAT,2008,51,44,269,0
ASSAM,KAMRUP,2008,46,36,704,3
ASSAM,KARBI ANGLONG,2008,55,16,141,1
ASSAM,KARIMGANJ,2008,27,19,105,5
ASSAM,KOKRAJHAR,2008,53,55,173,4
ASSAM,LAKHIMPUR,2008,41,52,177,1
ASSAM,MORIGAON,2008,20,75,169,4
ASSAM,N.C.HILLS,2008,42,4,43,0
ASSAM,NAGAON,2008,83,112,354,9
ASSAM,NALBARI,2008,31,30,144,6
ASSAM,R.P.O.,2008,3,5,13,0
ASSAM,SIBSAGAR,2008,108,46,500,4
ASSAM,SONITPUR,2008,94,56,451,6
ASSAM,TINSUKIA,2008,114,60,682,2
ASSAM,UDALGURI,2008,56,42,108,0
ASSAM,TOTAL,2008,1426,1438,8012,103
BIHAR,ARARIA,2008,50,37,234,3
BIHAR,ARWAL,2008,28,2,57,13
BIHAR,AURANGABAD,2008,92,30,307,32
BIHAR,BAGAHA,2008,26,15,217,11
BIHAR,BANKA,2008,70,49,143,23
BIHAR,BEGUSARAI,2008,101,25,275,41
BIHAR,BETTIAH,2008,64,28,243,33
BIHAR,BHABHUA,2008,40,8,193,19
BIHAR,BHAGALPUR,2008,90,35,699,27
BIHAR,BHOJPUR,2008,138,18,314,57
BIHAR,BUXAR,2008,52,11,284,29
BIHAR,DARBHANGA,2008,76,67,320,48
BIHAR,GAYA,2008,136,52,494,43
BIHAR,GOPALGANJ,2008,74,23,144,36
BIHAR,JAMALPUR RLY.,2008,10,1,123,1
BIHAR,JAMUI,2008,56,17,138,32
BIHAR,JEHANABAD,2008,35,6,132,23
BIHAR,KATIHAR,2008,63,120,152,15
BIHAR,KATIHAR RLY.,2008,6,2,232,0
BIHAR,KHAGARIA,2008,55,16,99,9
BIHAR,KISHANGANJ,2008,32,30,169,8
BIHAR,LAKHISARAI,2008,41,35,133,11
BIHAR,MADHEPURA,2008,34,16,140,16
BIHAR,MADHUBANI,2008,62,24,345,24
BIHAR,MOTIHARI,2008,120,34,474,45
BIHAR,MUNGER,2008,85,20,312,14
BIHAR,MUZAFFARPUR,2008,138,28,875,75
BIHAR,MUZAFFARPUR RLY.,2008,16,2,300,0
BIHAR,NALANDA,2008,120,23,397,70
BIHAR,NAUGACHIA,2008,33,8,65,5
BIHAR,NAWADAH,2008,76,28,151,24
BIHAR,PATNA,2008,341,57,1455,99
BIHAR,PATNA RLY.,2008,24,0,601,2
BIHAR,PURNEA,2008,81,185,242,3
BIHAR,ROHTAS,2008,112,21,439,36
BIHAR,SAHARSA,2008,30,22,131,17
BIHAR,SAMASTIPUR,2008,81,32,381,60
BIHAR,SARAN,2008,119,34,455,58
BIHAR,SHEIKHPURA,2008,22,9,85,7
BIHAR,SHEOHAR,2008,9,7,44,7
BIHAR,SITAMARHI,2008,72,12,311,24
BIHAR,SIWAN,2008,74,24,231,31
BIHAR,SUPAUL,2008,49,53,181,15
BIHAR,VAISHALI,2008,106,36,489,64
BIHAR,TOTAL,2008,3139,1302,13206,1210
CHHATTISGARH,BALRAMPUR,2008,49,41,33,3
CHHATTISGARH,BILASPUR,2008,112,71,869,19
CHHATTISGARH,BIZAPUR,2008,95,5,4,0
CHHATTISGARH,DANTEWARA,2008,69,10,47,1
CHHATTISGARH,DHAMTARI,2008,23,26,151,3
CHHATTISGARH,DURG,2008,83,109,822,11
